Pull Request Number,Title,Merged,Time to Merge,Comments,Review Comments,Comment Messages,Review Messages,Lines of Code Changed
840,Bump spotbugs from 4.2.3 to 4.5.2,No,,1,0,[],[],2
839,Bump spotbugs from 4.2.3 to 4.5.1,No,,1,0,[],[],2
838,LANG-1677 : Add ReflectionDiffBuilder.setExcludeFieldNames(...) and DiffExclude a…,No,,10,16,"['All _new_ `protected` and `public` elements new `@since 3.13.0`.', 'Javadoc comments start with a sentence.', ""Don't edit this file, it will usually clash depending on parallel changes."", 'Removed the file again.', 'Reuse `ArrayUtils.EMPTY_STRING_ARRAY`', 'Space after `//`', 'Make `private`.', 'If you make the default value the empty array and the setter does not allow excludeFieldNames to be null, then you do not need this check? It might be better this way though, not sure.', 'Leave formatting alone here.', 'Use final where you can.', 'Use final where you can.', 'You should test a non-transient null field.', 'I took some ""inspiration"" from the `ReflectionToStringBuilder` where we also have the null check. \r\nIn case you do call setExcludeFieldNames with null, it\'s still safe here, guess that\'s the main reason.', 'There is already a testcase `test_transient_field_difference` that validates this, there is no specific or new logic for transient fields that get excluded.', "">In case you do call setExcludeFieldNames with null, it's still safe here, guess that's the main reason.\r\n\r\nBut this if condition is still unreachable even after calling setExcludeFieldNames with null, so we can drop it too (as condition cannot be reached for users nor via test code, I think?)."", 'Maybe add a test that does both `annotatedField` and `excludedField` being excluded.']","['@debae \r\nThank you for your PR. Please see comments.', 'See my previous comment.', '', '', 'Hi @debae \r\nPlease see my comments.', '', '', 'Looks good to me. Left a couple of comments but nothing too important nor a blocker. It needs to be squashed to a single commit, preferably with the LANG-1677: issue ID as prefix (as other commits).\r\n\r\nHad a look at other builders, like `EqualsBuilder`, and it has a very similar feature already. Only difference I noted is that in the Javadocs of that builder, there are several links in `@see EqualsExcclude`, I think to indicate to the developers that the code in context is not applicable to annotated members. Not sure if we need that here, nor it other builders also have that (if so would be good to maintain consistency).\r\n\r\n+1\r\n\r\nThanks!\r\n-Bruno']",130
837,Bump pmd-java8 from 6.40.0 to 6.41.0,Yes,1:29:22,0,0,[],[],2
836,Bump junit-bom from 5.8.1 to 5.8.2,Yes,0:06:03,0,0,[],[],2
835,Bump biz.aQute.bndlib from 6.0.0 to 6.1.0,Yes,5:36:17,1,0,[],[''],4
834,Bump spotbugs-maven-plugin from 4.4.2.2 to 4.5.0.0,Yes,11:50:49,1,0,[],[''],4
833,Bump actions/cache from 2.1.6 to 2.1.7,Yes,9:42:29,1,0,[],[''],4
832,Bump junit-pioneer from 1.4.2 to 1.5.0,Yes,0:35:46,1,0,[],[],2
831,feat: list2tree method add,No,,4,0,[],[],298
830,feat: list2tree method add,No,,0,0,[],[],293
829,feat: list2tree method add,No,,0,0,[],[],296
828,feat: list2tree method add,No,,0,0,[],[],291
827,feat: list2tree method add,No,,0,0,[],[],288
826,Bump spotbugs from 4.2.3 to 4.5.0,No,,3,0,[],"['Ouch, Spotbugs 4.5 breaks the build with lots of new errors. e.g.\r\n\r\n```bash\r\nError:  Medium: Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.and(Boolean[]) [org.apache.commons.lang3.BooleanUtils] At BooleanUtils.java:[line 127] DCN_NULLPOINTER_EXCEPTION\r\nError:  Medium: Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.or(Boolean[]) [org.apache.commons.lang3.BooleanUtils] At BooleanUtils.java:[line 306] DCN_NULLPOINTER_EXCEPTION\r\nError:  Medium: Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.xor(Boolean[]) [org.apache.commons.lang3.BooleanUtils] At BooleanUtils.java:[line 1127] DCN_NULLPOINTER_EXCEPTION\r\nError:  Medium: org.apache.commons.lang3.Streams$ArrayCollector.characteristics() may expose internal representation by returning Streams$ArrayCollector.characteristics [org.apache.commons.lang3.Streams$ArrayCollector] At Streams.java:[line 525] EI_EXPOSE_REP\r\n...\r\n```']",2
825,Bump actions/checkout from 2.3.5 to 2.4.0,Yes,"8 days, 21:57:34",1,0,[],[],2
824,Bump checkstyle from 9.0.1 to 9.1,Yes,6:26:56,1,0,[],[''],4
823,LANG-1664 adjust doc to show argument is a primitive character,No,,2,0,[],"['', '']",6
822,Bump spotbugs-maven-plugin from 4.4.1 to 4.4.2.2,Yes,"21 days, 21:47:48",0,0,[],[],2
821,Betters names variables and  Fix typos,No,,2,12,"['This is a bad name because this is a singular object.', 'Uh? An array is not a set.\r\n', 'Good catch! :-)', 'Uh? Above, you change ""ctor"" to ""constructor"" but here you are changing _to_ an even short weirder name ""ctr""? Be consistent, please.', '""values"" is no better IMO. It would be consistent with `String.format()` to use ""args"" since we are just passing the values along.', 'See above.', '-1: _iface_ is short for _interface_, not _interFace_. We can\'t use ""interface"" since its reserved. No change is needed IMO.', 'Sorry, _langs_ was better IMO, mostly because it is _plural_ and is typed as a List. The new name is singular and therefore confusing (to me).', '-1: Better to keep the name matching the overridden method from java.io.Writer, it will be less of a surprise if you know the Writer API. ', '-1: Better to keep the name matching the overridden method from java.io.Writer, it will be less of a surprise if you know the Writer API. ', '-1: Subjective from me granted, not but better to read IMO.', '-1: Subjective from me granted, not but better to read IMO.']","['', 'Hi @arturobernalg \r\nPlease see my comments.\r\n', '', '@arturobernalg \r\nTY for your updates. Please see my comments.']",220
820,Bump spotbugs-maven-plugin from 4.4.1 to 4.4.2.1,No,,2,0,[],[],2
819,Bump actions/checkout from 2.3.4 to 2.3.5,Yes,"4 days, 3:36:44",1,0,[],[],2
818,Bump spotbugs from 4.2.3 to 4.4.2,No,,2,0,[],[],2
817,fix NumberFormatException in method org.apache.commons.lang3.math.Fra…,No,,4,0,[],[],44
816,Use final.,Yes,"34 days, 19:48:58",1,0,[],[],112
815,LANG-1676 add another case in RangeTest:testIsOverlappedBy,No,,2,2,"['Hello @Rushi98 \r\nTY for your PR!\r\nThis assert call was initially confusing to me because [5,25] is not the same kind of test as ""easy inside range"", it overlaps the _whole_ range, it is not _inside_ it like [12, 18] above it. To speed up the process, I\'ve added a different test with a new comment in git master. Please verify and propose more if I think we are still missing a condition or use-case.\r\nTY!\r\n', 'Hi @garydgregory \r\nYour [change](https://github.com/apache/commons-lang/commit/ad37cca1caef01cb3d54e479b42d44346f93ac2b#diff-db25bb249ffd66485de1d3a2b394672c04a3554b53d284cef83fa291f7252a51R332) does make the test case clearer. Thanks!']","['', '']",1
814,Bump biz.aQute.bndlib from 5.3.0 to 6.0.0,Yes,"5 days, 3:24:44",1,0,[],[],2
813,Add final var and Remove redundant String.,Yes,"8 days, 0:26:34",1,0,[],[],4
812,LANG-1675 - Improve performance of StringUtils.join for primitives,Yes,"176 days, 5:57:20",19,1,"['Interesting, I thought instead of `deleteChartAt` using an `if` statement in the `for` above, to avoid adding the last `delimiter` would improve more the performance. For a follow-up discussion I think.']","['I had a look at the linked repository, cloned it, tried to run without success. Had another look at the code, and realized the dependencies in the `pom.xml` were used in Lang too. So I copied the StringJoiner test to the `master` branch and ran that test first.\r\n\r\nMy environment:\r\n\r\n```bash\r\nApache Maven 3.8.2 (ea98e05a04480131370aa0c110b8c54cf726c06f)\r\nMaven home: /opt/apache-maven-3.8.2\r\nJava version: 11.0.11, vendor: Ubuntu, runtime: /usr/lib/jvm/java-11-openjdk-amd64\r\nDefault locale: en_US, platform encoding: UTF-8\r\nOS name: ""linux"", version: ""5.4.0-90-generic"", arch: ""amd64"", family: ""unix""\r\n```\r\n\r\nAnd class annotations I used in my tests.\r\n\r\n```java\r\n@BenchmarkMode(Mode.Throughput) // Then saved again with .AverageTime to re-run tests\r\n@OutputTimeUnit(TimeUnit.NANOSECONDS)\r\n@State(Scope.Thread)\r\n```\r\n\r\n## StringJoiner + `master`\r\n\r\nUsing `master` on the following commit.\r\n\r\n```bash\r\ncommit 7f9472e8989a859b7b4a3394486c7064cb3d11af (HEAD -> master, upstream/master, upstream/HEAD, dependabot/maven/com.puppycrawl.tools-checkstyle-9.1)\r\nAuthor: Gary Gregory <garydgregory@gmail.com>\r\nDate:   Thu Nov 18 22:12:49 2021 -0500\r\n\r\n    Fix Javadoc typo.\r\n```\r\n\r\nFirst thing I did was to edit the `pom.xml` to run just that one test.\r\n\r\n```diff\r\ndiff --git a/pom.xml b/pom.xml\r\nindex 021e056d9..b48d6c750 100644\r\n--- a/pom.xml\r\n+++ b/pom.xml\r\n@@ -1022,7 +1022,7 @@\r\n       <id>benchmark</id>\r\n       <properties>\r\n         <skipTests>true</skipTests>\r\n-        <benchmark>org.apache</benchmark>\r\n+        <benchmark>org.apache.commons.lang3.StringJoinerBenchmarkTest</benchmark>\r\n       </properties>\r\n       <build>\r\n         <plugins>\r\n```\r\n\r\nA copied the `StringJoiner` test editing package name, adding the license header, and adding more JMH annotations. First to run with average time, and then with the throughput.\r\n\r\nAverage time results:\r\n\r\n```bash\r\n(...)\r\nResult ""org.apache.commons.lang3.StringJoinerBenchmarkTest.stringJoinerPrimitiveBoolean"":\r\n  93.846 ±(99.9%) 6.002 ns/op [Average]\r\n  (min, avg, max) = (84.979, 93.846, 112.687), stdev = 8.013\r\n  CI (99.9%): [87.844, 99.848] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringJoinerBenchmarkTest.stringJoinerPrimitiveInt"":\r\n  110.469 ±(99.9%) 2.159 ns/op [Average]\r\n  (min, avg, max) = (107.508, 110.469, 120.933), stdev = 2.883\r\n  CI (99.9%): [108.310, 112.629] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringJoinerBenchmarkTest.stringJoinerPrimitiveLong"":\r\n  109.523 ±(99.9%) 1.101 ns/op [Average]\r\n  (min, avg, max) = (107.619, 109.523, 111.960), stdev = 1.470\r\n  CI (99.9%): [108.421, 110.624] (assumes normal distribution)\r\n\r\n# Run complete. Total time: 00:25:05\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                               Mode  Cnt    Score   Error  Units\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveBoolean  avgt   25   93.846 ± 6.002  ns/op\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveInt      avgt   25  110.469 ± 2.159  ns/op\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveLong     avgt   25  109.523 ± 1.101  ns/op\r\n```\r\n\r\nThroughput results:\r\n\r\n```bash\r\n(...)\r\nResult ""org.apache.commons.lang3.StringJoinerBenchmarkTest.stringJoinerPrimitiveBoolean"":\r\n  0.011 ±(99.9%) 0.001 ops/ns [Average]\r\n  (min, avg, max) = (0.010, 0.011, 0.012), stdev = 0.001\r\n  CI (99.9%): [0.011, 0.012] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringJoinerBenchmarkTest.stringJoinerPrimitiveInt"":\r\n  0.009 ±(99.9%) 0.001 ops/ns [Average]\r\n  (min, avg, max) = (0.007, 0.009, 0.010), stdev = 0.001\r\n  CI (99.9%): [0.008, 0.009] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringJoinerBenchmarkTest.stringJoinerPrimitiveLong"":\r\n  0.009 ±(99.9%) 0.001 ops/ns [Average]\r\n  (min, avg, max) = (0.008, 0.009, 0.009), stdev = 0.001\r\n  CI (99.9%): [0.008, 0.009] (assumes normal distribution)\r\n\r\n# Run complete. Total time: 00:25:05\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                                Mode  Cnt  Score    Error   Units\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveBoolean  thrpt   25  0.011 ±  0.001  ops/ns\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveInt      thrpt   25  0.009 ±  0.001  ops/ns\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveLong     thrpt   25  0.009 ±  0.001  ops/ns\r\n\r\n```\r\n\r\n## StringBuilder + the branch for this pull request\r\n\r\nDid the same thing using the branch for this pull request, but with the code for testing `StringBuilder` with JMH.\r\n\r\n\r\n```bash\r\ncommit f2f6cd9b0580f25a3a5447da092ac30642abd2aa (HEAD -> pr-812)\r\nMerge: 1fe3e64bc a3a064587\r\nAuthor: Hubert <2518652+HubertWo@users.noreply.github.com>\r\nDate:   Sat Oct 9 12:54:37 2021 +0200\r\n\r\n    Merge branch \'apache:master\' into fix/LANG-1675_string_join_refactor\r\n```\r\n\r\n```diff\r\ndiff --git a/pom.xml b/pom.xml\r\nindex 64e3e8d85..498e44f4f 100644\r\n--- a/pom.xml\r\n+++ b/pom.xml\r\n@@ -1005,7 +1005,7 @@\r\n       <id>benchmark</id>\r\n       <properties>\r\n         <skipTests>true</skipTests>\r\n-        <benchmark>org.apache</benchmark>\r\n+        <benchmark>org.apache.commons.lang3.StringBuilderBenchmarkTest</benchmark>\r\n       </properties>\r\n       <build>\r\n         <plugins>\r\n```\r\n\r\nAverage time results:\r\n\r\n```bash\r\n(...)\r\nResult ""org.apache.commons.lang3.StringBuilderBenchmarkTest.stringBuilderPrimitiveBoolean"":\r\n  49.887 ±(99.9%) 0.542 ns/op [Average]\r\n  (min, avg, max) = (49.086, 49.887, 52.508), stdev = 0.723\r\n  CI (99.9%): [49.345, 50.429] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringBuilderBenchmarkTest.stringBuilderPrimitiveInt"":\r\n  36.461 ±(99.9%) 0.505 ns/op [Average]\r\n  (min, avg, max) = (35.892, 36.461, 37.850), stdev = 0.674\r\n  CI (99.9%): [35.956, 36.966] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringBuilderBenchmarkTest.stringBuilderPrimitiveLong"":\r\n  37.222 ±(99.9%) 0.157 ns/op [Average]\r\n  (min, avg, max) = (36.922, 37.222, 37.824), stdev = 0.209\r\n  CI (99.9%): [37.065, 37.379] (assumes normal distribution)\r\n(...)\r\n\r\n# Run complete. Total time: 00:25:05\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                             Mode  Cnt   Score   Error  Units\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveBoolean  avgt   25  49.887 ± 0.542  ns/op\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveInt      avgt   25  36.461 ± 0.505  ns/op\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveLong     avgt   25  37.222 ± 0.157  ns/op\r\n```\r\n\r\nThroughput results:\r\n\r\n```bash\r\n(...)\r\nResult ""org.apache.commons.lang3.StringBuilderBenchmarkTest.stringBuilderPrimitiveBoolean"":\r\n  0.020 ±(99.9%) 0.001 ops/ns [Average]\r\n  (min, avg, max) = (0.020, 0.020, 0.020), stdev = 0.001\r\n  CI (99.9%): [0.020, 0.020] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringBuilderBenchmarkTest.stringBuilderPrimitiveInt"":\r\n  0.026 ±(99.9%) 0.001 ops/ns [Average]\r\n  (min, avg, max) = (0.024, 0.026, 0.028), stdev = 0.001\r\n  CI (99.9%): [0.025, 0.027] (assumes normal distribution)\r\n(...)\r\nResult ""org.apache.commons.lang3.StringBuilderBenchmarkTest.stringBuilderPrimitiveLong"":\r\n  0.026 ±(99.9%) 0.001 ops/ns [Average]\r\n  (min, avg, max) = (0.025, 0.026, 0.027), stdev = 0.001\r\n  CI (99.9%): [0.026, 0.026] (assumes normal distribution)\r\n\r\n# Run complete. Total time: 00:25:05\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                              Mode  Cnt  Score    Error   Units\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveBoolean  thrpt   25  0.020 ±  0.001  ops/ns\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveInt      thrpt   25  0.026 ±  0.001  ops/ns\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveLong     thrpt   25  0.026 ±  0.001  ops/ns\r\n```\r\n\r\n## TL;DR:\r\n\r\nBefore\r\n\r\n```\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveBoolean  avgt   25   93.846 ± 6.002  ns/op\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveInt      avgt   25  110.469 ± 2.159  ns/op\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveLong     avgt   25  109.523 ± 1.101  ns/op\r\n\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveBoolean  thrpt   25  0.011 ±  0.001  ops/ns\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveInt      thrpt   25  0.009 ±  0.001  ops/ns\r\nStringJoinerBenchmarkTest.stringJoinerPrimitiveLong     thrpt   25  0.009 ±  0.001  ops/ns\r\n```\r\n\r\nAfter\r\n\r\n```\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveBoolean  avgt   25  49.887 ± 0.542  ns/op\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveInt      avgt   25  36.461 ± 0.505  ns/op\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveLong     avgt   25  37.222 ± 0.157  ns/op\r\n\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveBoolean  thrpt   25  0.020 ±  0.001  ops/ns\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveInt      thrpt   25  0.026 ±  0.001  ops/ns\r\nStringBuilderBenchmarkTest.stringBuilderPrimitiveLong     thrpt   25  0.026 ±  0.001  ops/ns\r\n```\r\n\r\n## Conclusion\r\n\r\nI think the `StringBuilder` version was consistently faster, at least on my JVM 11, Ubuntu Linux. Looking at the code, I thought it would be faster to check the index of the for-loop to avoid adding something that would be later removed, but looks like this could be a follow-up.\r\n\r\n+1\r\n\r\nThanks!\r\nBruno\r\n\r\np.s.: Friday 10 PM, so hopefully I didn\'t confuse the metrics, I think I got higher throughput with `StringBuilder` and lower average time with `StringBuilder`, but feel free to correct me if I read the results incorrectly\r\n\r\np.p.s: Sorry, couldn\'t test with other OS\'s or JVM\'s :+1: ', 'I had given up after a SNAPSHOT couldn\'t be located, but then just had to `mvn install` this PR\'s branch to get the SNAPSHOT installed in my local Maven repo. Here\'s the results on Ubuntu LTS.\r\n\r\n# JVM 11\r\n\r\nFirst JVM 11, where I think `StringBuilder` is the winner with `24_967_220.771` throughput versus `StringJoiner`\'s `8_685_054.944`.\r\n\r\n\r\n```bash\r\nApache Maven 3.8.2 (ea98e05a04480131370aa0c110b8c54cf726c06f)\r\nMaven home: /opt/apache-maven-3.8.2\r\nJava version: 11.0.11, vendor: Ubuntu, runtime: /usr/lib/jvm/java-11-openjdk-amd64\r\nDefault locale: en_US, platform encoding: UTF-8\r\nOS name: ""linux"", version: ""5.4.0-90-generic"", arch: ""amd64"", family: ""unix""\r\n```\r\n\r\n## StringJoiner\r\n\r\n```bash\r\nResult ""com.github.hubertwo.acljmh.StringJoinerBenchmark.stringJoinerPrimitiveInt"":\r\n  8685054.944 ±(99.9%) 143639.898 ops/s [Average]\r\n  (min, avg, max) = (8276817.474, 8685054.944, 8968956.809), stdev = 191755.154\r\n  CI (99.9%): [8541415.046, 8828694.843] (assumes normal distribution)\r\n\r\n\r\n# Run complete. Total time: 00:08:21\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                        Mode  Cnt        Score        Error  Units\r\nStringJoinerBenchmark.stringJoinerPrimitiveInt  thrpt   25  8685054.944 ± 143639.898  ops/s\r\n```\r\n\r\n## StringBuilder\r\n\r\n```bash\r\nResult ""com.github.hubertwo.acljmh.StringBuilderBenchmark.stringBuilderPrimitiveInt"":\r\n  24967220.771 ±(99.9%) 770683.808 ops/s [Average]\r\n  (min, avg, max) = (21267937.022, 24967220.771, 25980909.331), stdev = 1028840.835\r\n  CI (99.9%): [24196536.963, 25737904.579] (assumes normal distribution)\r\n\r\n\r\n# Run complete. Total time: 00:08:21\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                          Mode  Cnt         Score        Error  Units\r\nStringBuilderBenchmark.stringBuilderPrimitiveInt  thrpt   25  24967220.771 ± 770683.808  ops/s\r\n```\r\n\r\n# JVM 16\r\n\r\nNow with JVM 16. I think `StringBuilder` is a winner here too with `23_751_776.524`, while `StringJoiner` had `8508216.567` throughput.\r\n\r\n```bash\r\nApache Maven 3.8.2 (ea98e05a04480131370aa0c110b8c54cf726c06f)\r\nMaven home: /opt/apache-maven-3.8.2\r\nJava version: 16.0.1, vendor: Private Build, runtime: /usr/lib/jvm/java-16-openjdk-amd64\r\nDefault locale: en_US, platform encoding: UTF-8\r\nOS name: ""linux"", version: ""5.4.0-90-generic"", arch: ""amd64"", family: ""unix""\r\n```\r\n\r\n## StringJoiner\r\n\r\n```bash\r\nResult ""com.github.hubertwo.acljmh.StringJoinerBenchmark.stringJoinerPrimitiveInt"":\r\n  8508216.567 ±(99.9%) 126690.808 ops/s [Average]\r\n  (min, avg, max) = (8046279.518, 8508216.567, 8834546.942), stdev = 169128.605\r\n  CI (99.9%): [8381525.759, 8634907.376] (assumes normal distribution)\r\n\r\n\r\n# Run complete. Total time: 00:08:21\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                        Mode  Cnt        Score        Error  Units\r\nStringJoinerBenchmark.stringJoinerPrimitiveInt  thrpt   25  8508216.567 ± 126690.808  ops/s\r\n```\r\n\r\n## StringBuilder\r\n\r\n```bash\r\nResult ""com.github.hubertwo.acljmh.StringBuilderBenchmark.stringBuilderPrimitiveInt"":\r\n  23751776.524 ±(99.9%) 956416.445 ops/s [Average]\r\n  (min, avg, max) = (20958707.696, 23751776.524, 25285000.397), stdev = 1276788.591\r\n  CI (99.9%): [22795360.079, 24708192.969] (assumes normal distribution)\r\n\r\n\r\n# Run complete. Total time: 00:08:21\r\n\r\nREMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on\r\nwhy the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial\r\nexperiments, perform baseline and negative tests that provide experimental control, make sure\r\nthe benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.\r\nDo not assume the numbers tell you what you want them to tell.\r\n\r\nBenchmark                                          Mode  Cnt         Score        Error  Units\r\nStringBuilderBenchmark.stringBuilderPrimitiveInt  thrpt   25  23751776.524 ± 956416.445  ops/s\r\n```\r\n\r\nSo for now keeping my +1 based on these results for Ubuntu LTS, especially since they were consistent between JVM 11 and JVM 16. Happy to include other JVM\'s or OS\'es in the tests too, if needed.\r\n\r\nBruno']",80
811,Bump checkstyle from 8.45.1 to 9.0.1,Yes,"1 day, 4:10:31",1,0,[],[],2
810,LANG-1674: Make Range constructors more generic,No,,7,0,[],[],32
809,"Fix comment typos, make comments consistent.",No,,4,2,[],[],4
808,Bump spotbugs-maven-plugin from 4.3.0 to 4.4.1,Yes,"15 days, 3:57:11",1,0,[],[],2
807,Bump junit-bom from 5.8.0 to 5.8.1,Yes,"15 days, 3:59:59",1,0,[],[],2
806,"Add methods to enhance joins: joinNotEmptyWith, joinNotBlankWith",No,,0,2,"['Remove this comment, pls', 'Done.']","['', '']",122
805,Bump junit-bom from 5.7.2 to 5.8.0,Yes,"7 days, 22:56:10",1,0,[],[],2
804,floor and ceiling for Sorted Arrays,No,,10,0,[],"[""Hi again @ali-ghanbari :wave: \r\n\r\nCode looks good, docs and tests well written too. Thanks! :+1: \r\n\r\n@garydgregory,\r\n\r\n>I am pondering on this PR again: Since floor and ceiling are mathematical concepts, I would think it belongs in Commons Math, which already has functions to implement these concepts: https://commons.apache.org/proper/commons-math/javadocs/api-3.4/org/apache/commons/math3/analysis/UnivariateFunction.html\r\n\r\nGood point on whether it belongs to Lang or to another component. I haven't been following commons-math, but I thought it was also being split into smaller modules. Maybe commons-math or another of those math related modules would make more sense.\r\n\r\nOr maybe commons-collections? The JDK has a `NavigableSet` [^1] which has methods for `floor` and `ceiling` for a sorted set. Commons Collections has the `AbstractNavigableSetDecorator` class that also implements those methods [^2].\r\n\r\nI think if I were to search for these functions/methods, I would probably look for them in the collections component, and if not found then the lang or math-related components, in this order.\r\n\r\nBruno\r\n\r\n[^1]: https://docs.oracle.com/javase/7/docs/api/java/util/NavigableSet.html\r\n[^2]: https://github.com/apache/commons-collections/blob/0b365e4c1833bf55648ca34b9dffd966c31cc69b/src/main/java/org/apache/commons/collections4/set/AbstractNavigableSetDecorator.java#L70-L78\r\n""]",1206
803,Bump spotbugs from 4.2.3 to 4.4.1,No,,3,0,[],[],2
802,Bump maven-pmd-plugin from 3.14.0 to 3.15.0,Yes,"12 days, 22:34:44",1,0,[],[],2
801,refactor AtomicSafeInitializerTest to improve test design,No,,2,0,[],[],46
800,Remove redundant initializers,Yes,"34 days, 4:59:43",1,0,[],[],34
799,Bump checkstyle from 8.45.1 to 9.0,No,,3,0,[],[],2
798,Simplify pointless boolean expressions with equivalent but more simple.,No,,1,0,[],[],48
797,Avoid multiple equivalent occurrences of the same expression.,Yes,"1 day, 7:50:24",1,2,"['Extra spacing not needed.\r\n', 'HI. @garydgregory \r\nFixed.\r\nTY']","['', '']",5
796,"Adopt is no more, long live Zulu!",No,,3,0,[],[],2
795,LANG-1670 Fix typos in JavaDoc,Yes,"1 day, 0:37:28",2,0,[],[],10
794,Bump jmh.version from 1.27 to 1.33,Yes,"1 day, 22:30:11",0,0,[],[],2
793,Simplify bitwise operations with equivalent and simple.,No,,3,2,"['@arturobernalg \r\nDouble parentheses?\r\n', 'HI @garydgregory \r\nremoved.\r\nTY']","['', '']",2
792,Simplify assertions with equivalent but more simple.,Yes,"10 days, 14:02:34",3,1,['Spaces got lost.'],[''],233
791,LANG-1669: OpenJDK 16 Day Period Parsing,Yes,8:28:44,1,0,[],[],5
790,Bump spotbugs from 4.2.3 to 4.4.0,No,,2,0,[],[],2
789,Improve Travis CI build Performance,No,,2,0,[],[],1
